Date,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ALXN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AIV,AAPL,AMAT,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AN,AZO,AVB,AVY,BHI,BLL,BAC,BCR,BAX,BBT,BDX,BBBY,BRK_B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,BSX,BMY,AVGO,BF_B,CHRW,CA,COG,CPB,COF,CAH,KMX,CCL,CAT,CBOE,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CFG,CTXS,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,COTY,CCI,CSRA,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DLPH,DAL,XRAY,DVN,DLR,DFS,DISCA,DISCK,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EVHC,EOG,EQT,EFX,EQIX,EQR,ESS,EL,ES,EXC,EXPE,EXPD,ESRX,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,FTV,FBHS,BEN,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCA,HCP,HP,HSIC,HES,HPE,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,IDXX,ITW,ILMN,INCY,IR,INTC,ICE,IBM,IP,IPG,IFF,INTU,ISRG,IVZ,IRM,JBHT,JEC,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KMB,KIM,KMI,KLAC,KSS,KHC,KR,LB,LLL,LH,LRCX,LEG,LEN,LUK,LVLT,LLY,LNC,LLTC,LKQ,LMT,L,LOW,LYB,MTB,MAC,M,MNK,MRO,MPC,MAR,MMC,MLM,MAS,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,KORS,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MCO,MS,MSI,MUR,MYL,NDAQ,NOV,NAVI,NTAP,NFLX,NWL,NFX,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PCG,PM,PSX,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,QRVO,QCOM,PWR,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,RCL,R,SPGI,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,SNA,SO,LUV,SWN,SWK,SPLS,SBUX,STT,SRCL,SYK,STI,SYMC,SYF,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,BK,CLX,COO,HSY,MOS,TRV,DIS,TMO,TIF,TWX,TJX,TMK,TSS,TSCO,TDG,RIG,TRIP,FOXA,FOX,TSN,USB,UDR,ULTA,UA,UAA,UNP,UAL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,WBA,WM,WAT,WEC,WFC,HCN,WDC,WU,WRK,WY,WHR,WFM,WMB,WLTW,WYN,WYNN,XEL,XRX,XLNX,XL
2018-02-23,,59.71,118.75,162.95,72.07,146.56,209.74,116.32,10.49,175.55,190.01,89.57,70.7,164.27,67.36,64.98,118.75,118.93,86.17,162.09,242.09,39.42,94.37,1128.09,1126.79,64.59,1500.0,56.35,53.39,67.37,98.8,60.07,141.87,80.63,160.28,98.42,76.76,186.67,90.83,60.82,90.37,235.24,141.91,36.13,38.88,175.555,57.01,42.57,25.13,68.99,88.56,36.72,115.03,117.65,,725.0,160.01,119.13,,39.73,32.03,,68.36,55.36,220.34,,202.76,73.17,292.78,549.75,26.82,356.66,52.32,120.97,27.2,67.95,253.71,69.55,92.63,35.43,24.46,44.12,99.04,69.31,62.76,68.76,162.41,108.75,45.95,55.12,95.61,100.45,27.73,18.21,64.53,44.12,52.74,365.06,3.2,112.59,315.82,144.01,49.12,194.79,98.7,75.8,169.99,44.0,77.08,46.43,92.81,164.02,43.86,,44.04,82.53,70.3,39.5,98.68,36.28,152.81,57.05,77.63,217.46,29.3,189.81,20.76,110.44,40.54,55.84,169.53,68.16,44.47,99.33,95.35,73.18,166.24,,53.46,57.67,31.43,102.2,79.42,24.01,22.74,97.2,106.61,75.52,102.73,,115.37,104.7,,77.22,,51.38,103.44,82.22,43.68,130.84,62.17,135.64,127.1,72.19,77.74,37.19,108.83,52.08,115.4,394.84,56.99,227.27,142.39,59.47,38.24,106.38,65.52,77.0,86.6,77.53,147.33,183.29,55.2,115.93,252.22,99.82,33.45,,33.8,146.19,48.49,44.26,58.15,85.72,30.7,48.25,10.7,77.14,63.52,39.31,19.55,,32.69,60.35,221.0,14.49,21.52,52.98,40.91,94.53,80.91,114.46,266.77,29.52,266.19,48.45,19.94,46.61,,158.8,54.04,97.47,100.84,22.36,66.86,68.05,47.87,18.14,39.21,188.35,155.12,32.64,19.21,22.13,271.19,15.99,187.61,163.96,233.84,87.8,90.15,47.73,72.48,155.52,59.5,24.24,145.82,171.78,427.51,33.19,31.96,121.11,62.35,124.55,132.02,38.82,117.31,26.12,108.82,68.54,20.97,113.65,15.26,17.01,110.47,66.47,69.02,27.42,48.71,213.41,172.37,193.1,44.77,59.04,24.97,,78.75,78.02,,40.1,358.69,50.34,97.49,111.6,193.51,59.36,26.74,16.16,15.54,66.81,142.17,83.57,211.58,43.02,175.76,16.64,106.22,163.06,152.65,,80.39,54.87,47.47,636.1,64.72,85.16,46.53,94.06,88.05,251.39,78.66,43.75,121.74,65.88,169.3,56.07,106.73,,41.45,80.48,36.07,13.23,59.62,285.93,26.8,24.66,38.69,16.5,16.75,156.26,33.26,68.16,23.6,30.66,53.56,142.62,106.56,351.51,26.42,66.94,245.93,254.13,68.32,77.31,58.02,50.5,71.32,183.57,32.26,66.47,79.69,71.39,19.69,109.68,77.02,88.25,36.26,41.14,106.11,91.83,80.15,180.0,160.09,108.53,117.46,30.34,155.62,1907.02,63.15,81.05,57.71,61.26,108.98,50.53,195.68,29.27,148.86,80.13,63.32,35.67,102.6,13.45,218.24,50.2,146.62,59.01,323.86,19.65,66.4,,57.85,185.47,137.13,281.14,78.87,130.2,,191.67,114.96,39.29,66.5,87.75,53.29,42.66,109.57,398.2,52.25,156.66,108.23,97.62,160.22,44.07,57.99,,160.94,,56.14,104.5,60.05,161.7,71.29,27.43,37.15,59.68,112.3,75.41,102.27,,,,107.04,59.28,56.9,129.43,230.54,96.95,28.74,139.74,107.25,211.71,104.17,94.7,77.96,86.51,88.82,65.86,297.78,,42.3,38.01,37.62,75.08,55.49,34.14,207.11,15.3,17.02,134.97,67.57,230.16,105.61,179.09,133.15,116.41,51.73,,75.75,92.46,121.17,50.51,117.64,101.54,48.29,165.9,33.74,122.93,67.67,121.69,92.89,70.36,85.49,208.47,61.85,59.17,54.41,89.14,20.24,66.11,35.4,171.44,,28.74,159.96,119.59,167.13,44.77,30.87,70.035,43.45
2018-02-26,,60.53,121.54,164.74,73.16,148.49,212.15,114.85,10.45,175.75,194.86,90.76,70.58,165.44,68.6,66.15,110.1,121.33,87.85,165.76,245.66,39.53,95.75,1143.7,1143.75,65.43,1521.95,55.75,55.0,66.97,101.64,59.01,142.74,80.8,162.32,100.58,78.4,188.5,92.41,60.4,92.36,238.22,143.3,35.98,39.01,178.97,58.81,42.17,25.13,69.76,88.44,37.46,116.92,117.9,,735.9,160.15,120.11,,40.08,32.42,,69.14,55.79,225.03,,210.62,72.57,290.01,563.97,26.87,363.48,51.91,121.43,27.62,68.63,252.95,69.06,94.63,35.36,24.94,44.37,100.75,70.57,62.89,68.64,163.69,111.33,46.64,55.68,96.49,102.68,27.79,18.41,64.25,42.67,53.73,358.02,3.21,114.6,311.89,146.14,49.99,195.88,98.34,77.26,170.79,45.36,77.65,44.54,92.95,166.9,43.77,,44.03,82.97,71.07,39.58,99.67,36.53,154.95,56.59,76.96,218.04,29.83,192.81,20.64,111.54,40.58,56.21,171.64,68.23,44.3,100.83,96.32,73.5,167.46,,54.69,57.05,31.61,101.58,80.43,25.17,23.83,97.55,106.22,75.99,104.39,,115.96,103.76,,77.92,,51.96,104.21,82.28,43.83,131.99,61.62,136.72,128.57,73.53,76.95,36.67,109.49,52.5,115.04,394.18,57.13,227.11,143.29,58.82,38.03,106.62,66.73,77.64,86.66,78.84,151.03,184.93,56.06,116.96,254.51,99.92,33.76,,33.67,145.36,49.64,44.92,58.58,83.65,30.3,49.32,10.89,77.96,63.51,39.84,19.53,,32.13,60.65,226.78,14.65,21.89,51.42,41.54,94.87,81.79,114.7,271.26,29.82,270.82,48.23,20.26,46.63,,159.54,54.5,98.52,100.02,22.44,67.43,67.69,47.78,18.55,39.83,188.46,156.5,33.07,19.0,23.46,274.58,16.03,186.09,165.45,233.43,87.53,90.65,49.11,73.54,158.58,60.57,24.5,145.43,172.67,432.0,33.84,31.95,123.18,63.01,127.02,132.07,38.74,118.77,26.19,110.08,68.95,21.18,114.46,15.49,16.92,114.67,67.1,69.74,27.85,48.55,214.95,174.84,198.43,44.32,59.45,25.02,,80.18,78.42,,40.44,358.7,50.73,97.51,110.51,195.32,59.81,27.45,16.19,15.34,66.29,141.35,84.69,211.18,42.87,177.87,16.08,107.42,163.58,154.52,,82.42,56.06,47.55,636.63,64.9,86.38,47.98,95.42,87.77,250.54,77.93,44.77,122.9,65.81,170.2,57.01,106.82,,41.78,81.66,36.18,13.25,60.41,294.16,27.82,24.86,39.32,16.64,16.9,154.65,33.79,69.65,23.59,31.43,52.4,145.52,108.84,355.09,26.29,67.88,246.58,254.97,67.27,78.1,57.47,51.17,71.55,185.55,32.35,66.83,79.35,71.35,19.72,110.94,77.87,88.3,37.09,41.06,106.68,92.52,80.28,179.69,161.83,109.61,117.53,29.82,155.83,1905.64,63.98,81.63,58.85,61.31,110.12,50.3,195.88,29.34,149.56,81.48,66.98,35.66,104.09,13.55,219.86,50.6,148.03,59.33,324.89,19.8,66.99,,57.68,188.37,138.1,285.33,79.95,130.4,,193.3,116.65,39.98,66.73,88.51,53.55,42.8,109.51,404.2,51.78,159.07,110.39,98.06,160.16,44.03,59.5,,163.0,,57.17,106.82,61.91,165.77,72.0,27.23,37.39,60.28,114.15,76.9,104.44,,,,109.63,61.03,58.18,131.52,232.84,98.0,28.19,142.58,109.81,214.07,103.71,95.28,78.85,87.6,88.85,64.86,295.16,,41.45,38.81,38.4,75.71,55.84,34.14,198.93,15.42,17.25,138.79,69.26,234.06,108.07,180.63,135.47,116.72,52.41,,76.05,93.31,122.39,50.73,117.25,103.59,49.09,169.54,33.88,124.59,68.1,121.75,93.12,70.6,86.59,208.45,61.62,59.97,54.4,89.22,20.3,67.33,35.66,168.09,,28.41,161.21,118.02,169.0,44.54,31.12,71.49,43.12
2018-02-27,,60.55,118.26,162.55,72.61,145.55,208.82,109.8,11.22,176.27,190.25,89.99,69.0,163.61,68.24,64.89,111.57,118.34,86.97,159.91,242.39,38.8,94.01,1117.51,1118.29,64.0,1511.98,54.89,54.26,65.95,99.58,58.23,140.7,79.96,159.77,97.64,77.68,185.79,91.94,58.47,92.26,237.21,142.46,34.8,38.43,178.39,57.64,41.64,24.74,69.98,87.35,36.87,116.12,116.47,,654.47,156.08,118.91,,40.01,32.33,,68.69,54.95,225.05,,209.66,71.49,290.1,552.77,25.93,364.64,50.09,119.51,27.45,67.84,251.81,69.87,93.47,35.25,24.24,43.94,99.25,70.04,62.04,67.49,161.26,110.19,47.07,54.15,95.78,102.37,27.25,18.08,63.95,41.77,53.8,351.22,3.06,113.61,319.15,144.19,49.47,196.85,97.92,75.88,171.0,45.04,76.38,43.75,92.37,166.69,42.75,,43.62,82.51,69.92,36.66,98.61,36.2,153.09,55.83,75.66,218.05,29.33,190.1,19.85,110.36,40.53,55.12,170.06,68.25,43.35,99.57,92.88,73.67,163.58,,53.62,57.33,31.86,100.3,79.56,26.04,24.75,95.52,103.93,74.26,101.94,,116.3,102.03,,76.33,,53.11,102.31,81.96,43.15,131.09,60.85,135.23,125.8,73.09,76.04,36.74,106.94,51.37,114.19,391.21,55.83,221.83,139.78,57.39,37.24,103.71,65.52,78.64,84.88,77.5,150.84,181.46,55.35,113.48,248.74,98.44,33.26,,32.9,144.21,49.04,43.97,57.8,82.59,29.74,47.54,10.61,77.76,62.52,39.16,19.09,,31.22,60.22,223.89,14.5,21.06,50.78,40.17,92.56,80.36,114.2,267.93,29.49,264.78,47.62,19.95,45.54,,159.02,53.81,97.24,101.56,21.75,66.53,67.21,46.47,18.82,39.56,184.98,153.92,32.75,18.49,23.52,276.92,15.82,187.98,163.24,229.73,86.57,90.08,49.91,73.43,156.55,60.16,23.78,142.58,170.35,430.98,33.02,31.05,120.62,61.74,126.64,131.67,38.02,117.36,26.1,105.85,67.13,21.16,112.34,14.85,16.64,113.46,65.0,67.87,27.27,48.18,212.84,175.34,193.47,43.8,57.66,24.56,,78.7,78.22,,39.33,358.17,50.18,95.79,109.66,192.19,57.85,28.4,18.66,15.0,65.6,138.12,84.31,206.2,41.89,175.93,15.97,106.59,160.66,153.68,,81.24,54.72,47.22,625.57,63.62,88.55,48.58,94.2,85.59,246.54,76.58,44.01,122.7,64.17,168.37,56.72,106.62,,41.11,81.69,36.26,13.07,,290.61,26.96,24.24,38.44,16.38,16.7,151.68,33.16,68.03,23.32,30.19,51.03,142.83,107.59,353.66,25.99,67.29,246.06,238.58,66.75,76.94,57.0,50.73,71.23,181.89,31.84,65.92,79.46,70.54,19.46,110.89,76.95,82.0,36.8,40.23,104.08,92.12,77.94,174.67,160.23,107.9,115.31,29.17,154.0,,63.58,80.54,58.53,60.36,108.69,48.79,192.92,28.5,147.72,81.21,66.34,35.04,104.79,13.16,219.19,49.37,147.44,57.91,320.97,19.62,67.05,,57.43,184.6,137.67,280.33,77.54,128.86,,193.14,116.47,39.93,66.91,89.72,52.87,42.14,110.04,399.41,50.64,153.93,110.3,95.89,158.27,43.4,58.48,,161.65,,56.57,107.17,62.54,164.12,70.57,26.32,36.81,59.85,112.39,75.57,104.39,,,,108.34,60.25,57.99,130.19,232.18,98.19,26.82,141.54,104.87,210.68,102.4,94.32,77.31,86.99,87.99,65.03,291.38,,39.73,37.63,37.14,74.56,55.01,33.58,203.06,15.09,16.75,133.74,67.86,232.52,105.69,178.42,133.91,117.6,51.94,,74.9,92.77,121.61,48.91,116.41,103.07,48.04,165.88,33.21,123.37,66.4,118.87,91.52,69.14,86.95,206.11,60.57,59.21,52.22,87.19,19.99,66.66,35.26,165.24,,28.36,161.01,115.96,168.75,43.7,30.25,71.44,42.69
2018-02-28,,60.33,115.83,161.01,73.13,142.58,209.13,114.25,10.87,177.06,189.36,88.88,68.59,160.79,67.46,64.5,100.43,117.45,84.11,154.22,240.96,38.65,92.26,1103.92,1104.73,62.95,1512.45,54.3,54.25,65.58,97.51,57.34,139.33,79.36,156.44,95.16,75.74,183.77,91.39,57.04,90.15,235.38,140.32,34.15,38.66,178.12,57.59,41.52,24.39,69.11,85.47,36.3,117.47,115.35,,664.72,156.02,118.15,,39.95,32.1,,67.79,54.35,222.02,,207.2,72.44,288.99,549.43,25.33,362.21,49.08,118.87,27.26,66.2,246.46,69.79,93.36,35.1,24.16,43.05,97.93,69.21,61.92,66.91,154.63,112.01,46.75,52.97,87.12,101.42,27.05,17.67,64.16,41.24,53.02,341.93,2.82,111.92,318.41,141.92,49.19,195.89,96.09,74.59,170.66,44.78,75.49,43.49,92.0,166.16,42.45,,43.22,82.02,68.97,36.21,97.22,36.13,150.8,54.31,74.89,215.48,29.08,190.9,19.32,110.06,40.53,53.72,168.17,67.73,41.9,97.78,92.19,72.02,160.87,,53.9,56.06,30.67,100.64,78.83,24.32,22.98,94.59,102.64,74.07,100.1,,116.25,100.78,,75.34,,52.23,101.08,80.7,42.86,130.45,60.59,133.67,123.7,71.06,75.82,38.5,101.42,50.31,113.0,392.1,56.23,223.83,138.44,57.0,37.04,105.17,64.96,75.45,85.05,75.74,148.52,178.32,54.72,113.94,246.41,97.18,33.05,,32.33,143.39,49.1,42.35,56.9,78.48,28.82,45.91,10.61,76.8,60.66,38.67,18.6,,31.58,59.24,222.45,14.11,21.17,50.55,39.35,91.84,78.73,113.39,262.93,28.94,261.55,46.42,19.4,45.38,,156.15,52.85,95.57,99.25,21.64,64.55,66.19,45.42,18.59,38.83,182.27,151.11,32.46,18.56,23.39,271.82,15.7,187.23,161.44,228.02,85.16,88.8,49.29,73.08,155.83,59.59,23.4,141.25,166.86,426.45,32.54,31.46,118.57,61.06,126.3,129.88,36.87,115.5,25.66,103.04,66.2,21.13,110.92,14.96,16.2,113.31,66.09,67.05,27.12,49.33,207.55,172.7,191.86,43.46,56.58,23.99,,77.02,76.17,,39.48,352.44,49.33,89.59,108.22,189.84,58.94,29.41,16.68,14.52,64.06,141.21,83.02,203.93,41.12,175.76,15.9,106.78,157.74,149.23,,79.89,54.22,46.19,616.22,62.93,88.93,48.81,93.77,85.82,239.88,76.25,43.9,123.37,63.37,166.88,56.02,106.15,,40.32,80.75,35.09,12.96,60.55,291.38,25.69,23.33,38.2,16.13,16.4,152.15,32.63,67.03,23.13,29.83,51.31,139.08,105.87,350.04,25.86,65.4,242.0,244.19,65.6,76.23,56.33,50.67,71.59,178.47,31.58,65.13,79.41,68.69,19.14,109.73,76.34,81.46,36.31,41.09,103.55,90.37,76.96,170.23,157.66,105.84,112.44,28.65,149.75,,62.33,78.52,57.58,60.68,106.32,48.43,194.44,28.07,144.28,80.71,65.0,34.44,103.05,13.29,217.51,49.18,147.4,58.11,320.44,19.41,67.18,,57.07,180.8,137.72,275.09,78.09,126.6,,191.8,116.25,39.67,65.64,89.86,53.4,42.37,108.98,401.58,50.28,153.51,109.25,96.92,159.22,43.06,57.84,,159.19,,57.1,106.15,62.67,162.16,69.84,26.29,36.39,59.65,111.9,75.41,103.09,,,,108.35,59.85,57.03,129.08,230.52,98.26,26.32,139.0,103.16,208.58,101.04,92.96,82.68,85.37,87.95,64.93,288.31,,40.08,36.82,36.42,74.38,54.36,33.62,203.35,15.05,16.58,130.25,67.79,226.16,104.41,175.09,134.74,114.2,50.96,,74.57,90.42,119.34,48.32,116.02,102.19,47.74,166.03,33.34,122.94,66.47,117.73,90.01,68.89,86.32,204.64,59.92,58.41,,87.04,19.82,65.76,35.03,162.43,,27.76,157.9,115.78,167.5,43.28,30.32,71.25,42.31
